Fauna/Flora,Grupo,Familia,Especie (Simplificado),Nome Comum,Categoria de Ameaca,Sigla Categoria de Ameaca,Bioma,Principais Ameacas,Presenca em areas Protegidas,Plano de Acao Nacional para Conservacao (PAN),Ordenamento Pesqueiro ,Nivel de Protecao na Estrategia Nacional,Especie exclusiva do Brasil,Estados de Ocorrencia,ano_lista
Fauna,Invertebrados Terrestres,Cryptopidae,Cryptops (Cryptops) spelaeoraptor,Lacraia,,,,,,,,,,,2014
Fauna,Invertebrados Terrestres,Cryptopidae,Cryptops (Trigonocryptops) iporangensis,Lacraia,,,,,,,,,,,2014
Fauna,Aves,Tinamidae,Crypturellus noctivagus noctivagus,Jao-do-sul,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Extracao Direta:Caca/Pesca,Sim,Sim,Nao,3,Sim,BA; ES; MG; PR; RJ; RS; SC; SP,2014
Fauna,Aves,Tinamidae,Crypturellus noctivagus zabele,Zabele ,Vulneravel (VU),VU,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca; Queimadas,Sim,Sim,Nao,3,Sim, BA; MG;  PE; PI,2014
Fauna,Mamiferos,Ctenomyidae,Ctenomys bicolor,Tuco-tuco,Em Perigo (EN),EN,Amazonia,Agropecuaria,Sim,Nao,Nao,2,Sim,RO,2014
Fauna,Mamiferos,Ctenomyidae,Ctenomys flamarioni,Tuco-tuco,Em Perigo (EN),EN,Pampa,Assentamento Humano:cidades; Especies Exoticas; Extracao Direta:Caca/Pesca; Mineracao,Sim,Sim,Nao,2,Sim,RS,2014
Fauna,Mamiferos,Ctenomyidae,Ctenomys lami,Tuco-tuco,Em Perigo (EN),EN,Pampa,Agropecuaria; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Nao,Nao,2,Sim,RS,2014
Fauna,Mamiferos,Ctenomyidae,Ctenomys minutus,Tuco-tuco,Vulneravel (VU),VU,Pampa,Assentamento Humano:cidades; Desastres Naturais; Especies Exoticas; Extracao Direta:Caca/Pesca; Mineracao,Sim,Sim,Nao,2,Sim,RS; SC,2014
Fauna,Invertebrados Terrestres,Pieridae,Cunizza hirlanda fulvinota,Borboleta,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Nao,Nao,Nao,0,Nao,RJ,2014
Fauna,Invertebrados Terrestres,Pieridae,Cunizza hirlanda planasia,Borboleta,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Nao,Nao,3,Sim,DF,2014
Flora,Angiospermas,Sapindaceae,Cupania concolor,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,MG; RJ; SP,2014
Flora,Angiospermas,Sapindaceae,Cupania furfuracea,-,Vulneravel (VU),VU,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Lythraceae,Cuphea adenophylla,-,Criticamente em Perigo (CR),CR,Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Lythraceae,Cuphea arenarioides,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,AL; MG; SP,2014
Flora,Angiospermas,Lythraceae,Cuphea bahiensis,-,Em Perigo (EN),EN,Caatinga; Cerrado,Queimadas,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lythraceae,Cuphea cipoensis,-,Em Perigo (EN),EN,Cerrado,Queimadas,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Lythraceae,Cuphea cuiabensis,-,Em Perigo (EN),EN,Cerrado,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Lythraceae,Cuphea glaziovii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Nao,SP; PR,2014
Flora,Angiospermas,Lythraceae,Cuphea lindmaniana,-,Em Perigo (EN),EN,Mata Atlantica,Plantacao de Madereiras,,,,,,,2014
Flora,Angiospermas,Lythraceae,Cuphea rubro-virens,-,Criticamente em Perigo (CR),CR,Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Lythraceae,Cuphea teleandra,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,,,,,,,2014
Fauna,Aves,Icteridae,Curaeus forbesi,Anumara,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas; Poluicao,Sim,Sim,Nao,2,Sim,AL; MG; PB; PE; RN,2014
Flora,Angiospermas,Lamiaceae,Cyanocephalus apertiflorus,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,PR,2014
Flora,Angiospermas,Lamiaceae,Cyanocephalus caprariifolius,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Cyanocephalus delicatulus,-,Em Perigo (EN),EN,Caatinga,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lamiaceae,Cyanocephalus digitatus,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Cyanocephalus tagetifolius,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Cyanocephalus viaticus,-,Em Perigo (EN),EN,Caatinga,Vazio,Sim,Nao,Nao,2,Sim,MG,2014
Fauna,Aves,Corvidae,Cyanocorax hafferi,Cancao-da-campina,Vulneravel (VU),VU,Amazonia,Agropecuaria; Mineracao; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte; Queimadas,Sim,Sim,Nao,3,Sim,AM; RO,2014
Fauna,Aves,Psittacidae,Cyanopsitta spixii,Ararinha-azul,Criticamente em Perigo (CR)/Possivelmente Extinto na Natureza (PEW),CR/PEW,Caatinga,Agropecuaria; Extracao Direta:Caca/Pesca; Queimadas,Nao,Sim,Nao,2,Sim,BA; PE,2014
Flora,Angiospermas,Orchidaceae,Cyclopogon dutrae,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Nao,PR; RS,2014
Fauna,Anfibios,Cycloramphidae,Cycloramphus diringshofeni,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,SC,2014
Fauna,Anfibios,Cycloramphidae,Cycloramphus faustoi,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlantica,Queimadas,Sim,Sim,Nao,4,Sim,SP,2014
Fauna,Anfibios,Cycloramphidae,Cycloramphus ohausi,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Ameaca Desconhecida,Sim,Sim,Nao,4,Sim,RJ,2014
Flora,Angiospermas,Orchidaceae,Cycnoches pentadactylum,-,Em Perigo (EN),EN,Amazonia; Cerrado; Mata Atlantica,Extracao Direta,,,,,,,2014
Fauna,Peixes Continentais,Rivulidae,Cynolebias griseus,Peixe-da-chuva,Criticamente em Perigo (CR),CR,Cerrado,Outras Atividades Economicas:Transporte,Sim,Sim,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Rivulidae,Cynolebias leptocephalus,Desconhecido,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca; Poluicao,Nao,Nao,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Rivulidae,Cynopoecilus fulgens,Peixe-anual,Vulneravel (VU),VU,Pampa,Agropecuaria,Nao,Nao,Nao,1,Sim,RS,2014
Fauna,Peixes Continentais,Rivulidae,Cynopoecilus intimus,Peixe-anual,Vulneravel (VU),VU,Pampa,Agropecuaria; Mineracao,Nao,Nao,Nao,1,Sim,RS,2014
Fauna,Peixes Continentais,Rivulidae,Cynopoecilus multipapillatus,Peixe-anual,Vulneravel (VU),VU,Pampa,Assentamento Humano:cidades,Nao,Nao,Nao,1,Sim,RS,2014
Flora,Angiospermas,Cyperaceae,Cyperus atlanticus,-,Vulneravel (VU),VU,Mata Atlantica,Especies Invasoras,Sim,Nao,Nao,2,Sim,ES; PE,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium caiapoense,-,Vulneravel (VU),VU,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium hatschbachii,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,GO; MT; MG; SP,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium lamellaticallosum,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium latifolium,-,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,DF; MT,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium linearifolium,-,Criticamente em Perigo (CR),CR,Cerrado,Queimadas,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium lissochiloides,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Desenvolvimento e Infraestrutura,Sim,Sim,Nao,4,Sim,GO; SP,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium palmifrons,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Vazio,Sim,Sim,Nao,3,Nao,MG; SP; PR; SC; RS,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium poecilum var. roseum,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Cyrtopodium triste,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,DF; GO; MT; MG; SP,2014
Flora,Angiospermas,Burseraceae,Dacryodes edilsonii,breu; breu mescla,Em Perigo (EN),EN,Amazonia,Agropecuaria,Sim,Nao,Nao,2,Informacao nao disponivel,AC,2014
Fauna,Repteis,Dactyloidae,Dactyloa nasofrontalis,Papa-vento,,,,,,,,,,,2014
Fauna,Repteis,Dactyloidae,Dactyloa pseudotigrina,Papa-vento,,,,,,,,,,,2014
Flora,Angiospermas,Fabaceae,Dalbergia elegans,-,Vulneravel (VU),VU,Mata Atlantica,Plantacao de Madereiras,,,,,,,2014
Flora,Angiospermas,Fabaceae,Dalbergia nigra,Jacaranda-da-Bahia; Jacaranda-caviuna,Vulneravel (VU),VU,Mata Atlantica,Extracao de Madeira,Sim,Sim,Nao,3,Sim,AL; BA; PE; PB; SE; ES; MG; RJ; SP; PR,2014
Flora,Angiospermas,Euphorbiaceae,Dalechampia purpurata,-,Em Perigo (EN),EN,Caatinga,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Euphorbiaceae,Dalechampia riparia,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Poaceae,Danthonia cirrata,-,Em Perigo (EN),EN,Mata Atlantica; Pampa,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,2,Nao,SC; SP; RS,2014
Fauna,Peixes Marinhos,Dasyatidae,Dasyatis centroura,Raia-prego-de-cauda-aspera,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,2,Nao,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,2014
Fauna,Peixes Marinhos,Dasyatidae,Dasyatis colarensis,Raia,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca,Nao,Sim,Nao,2,Sim,PA,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Dasyophthalma geraensis,Borboleta,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamento Humano:cidades; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,2,Sim,MG; RJ; SP,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Dasyophthalma rusina delanira,Borboleta,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamento Humano:cidades,Sim,Sim,Nao,2,Sim,RJ,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Dasyophthalma vertebralis,Borboleta,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlantica,Agropecuaria,Nao,Sim,Nao,1,Sim,Informacao nao disponivel,2014
Flora,Angiospermas,Dilleniaceae,Davilla glaziovii,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Angiospermas,Dilleniaceae,Davilla macrocarpa,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Fauna,Peixes Continentais,Loricariidae,Delturus parahybae,Cascudo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Energia; Poluicao,Nao,Sim,Nao,1,Sim, RJ,2014
Fauna,Aves,Dendrocolaptidae,Dendrexetastes rufigula paraensis,Arapacu-canela-de-belem,Em Perigo (EN),EN,Amazonia,Agropecuaria,Nao,Nao,Nao,0,Sim,MA; PA,2014
Fauna,Aves,Dendrocolaptidae,Dendrocincla merula badia,Arapacu-da-taoca,Vulneravel (VU),VU,Amazonia,Extracao Florestal,Sim,Nao,Nao,2,Sim,MA; PA,2014
Fauna,Aves,Dendrocolaptidae,Dendrocincla taunayi,Arapacu-pardo-do-nordeste,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,1,Sim,AL; PE,2014
Fauna,Aves,Dendrocolaptidae,Dendrocolaptes medius,Arapacu-barrado-do-leste,Vulneravel (VU),VU,Amazonia; Cerrado; Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,AL; MA; PA; PE,2014
Fauna,Aves,Dendrocolaptidae,Dendrocolaptes picumnus transfasciatus,Arapacu-meio-barrado,Vulneravel (VU),VU,Amazonia,Agropecuaria; Outras Atividades Economicas:Transporte,Sim,Nao,Nao,3,Sim,MT; MS; PA; TO,2014
Fauna,Aves,Dendrocolaptidae,Dendrocolaptes retentus,Arapacu-barrado-do-xingu,Vulneravel (VU),VU,Amazonia,Agropecuaria,Sim,Nao,Nao,3,Sim, PA; TO,2014
Flora,Angiospermas,Asteraceae,Dendrophorbium catharinense,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Dendrophorbium paranense,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,PR; RS; SC,2014
Fauna,Repteis,Dermochelydae,Dermochelys coriacea,Tartaruga-de-couro,Criticamente em Perigo (CR),CR,Marinho,Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Mineracao; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo; Poluicao,Sim,Sim,Sim,4,Nao,AL; AP; BA; CE;  ES; MA; PA;  PB; PI; PE;  RJ; RN ;  SE,2014
Flora,Angiospermas,Poaceae,Deschampsia caespitosa,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Nao,PR; RS; SC,2014
Flora,Angiospermas,Fabaceae,Desmodium craspediferum,-,Em Perigo (EN),EN,Mata Atlantica,Plantacao de Madereiras,Sim,Nao,Nao,2,Sim,PR; RS,2014
Flora,Angiospermas,Bromeliaceae,Deuterocohnia meziana,-,Vulneravel (VU),VU,Pantanal,Queimadas,Sim,Nao,Nao,2,Informacao nao disponivel,MS; MT,2014
Flora,Angiospermas,Poaceae,Diandrolyra tatianae,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,BA; ES; MG; RJ ; SP ,2014
Fauna,Invertebrados Terrestres,Formicidae,Diaphoromyrma sofiae,Formiga,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Characidae,Diapoma pyrrhopteryx,Lambari,Em Perigo (EN),EN,Mata Atlantica,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,RS; SC,2014
Flora,Angiospermas,Orchidaceae,Dichaea mosenii,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,RJ; SP,2014
Flora,Angiospermas,Commelinaceae,Dichorisandra acaulis,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Commelinaceae,Dichorisandra glaziovii,-,Vulneravel (VU),VU,Caatinga; Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Commelinaceae,Dichorisandra leucophthalmos,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Commelinaceae,Dichorisandra neglecta,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Plantacao de Madereiras,Sim,Nao,Nao,2,Sim,ES,2014
Fauna,Invertebrados Terrestres,Scarabaeidae,Dichotomius eucranioides,Besouro rola-bosta,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Agropecuaria,Nao,Nao,Nao,0,Sim,MS,2014
Fauna,Invertebrados Terrestres,Scarabaeidae,Dichotomius mysticus,Besouro rola-bosta,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,RN,2014
Fauna,Invertebrados Terrestres,Scarabaeidae,Dichotomius schiffleri,Besouro rola-bosta,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Extracao Florestal; Queimadas,Sim,Nao,Nao,2,Sim,AL; BA; ES; PE; SE,2014
Flora,Pteridofitas,Dicksoniaceae,Dicksonia sellowiana,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Lauraceae,Dicypellium caryophyllaceum,cravo-de-Maranhao,Criticamente em Perigo (CR),CR,Amazonia,Extracao de Madeira,Sim,Nao,Nao,3,Informacao nao disponivel,MA; PA,2014
Flora,Angiospermas,Poaceae,Digitaria neesiana,capim-do-campo-limpo,Em Perigo (EN),EN,Cerrado,Agropecuaria,Sim,Sim,Nao,2,Nao,DF; GO; MS; MT; MG; SP ,2014
Flora,Angiospermas,Bignoniaceae,Digomphia densicoma,kirpau,Vulneravel (VU),VU,Amazonia,Vazio,Sim,Nao,Nao,1,Nao,AM; RR,2014
Flora,Angiospermas,Asteraceae,Dimerostemma annuum,-,Em Perigo (EN),EN,Pantanal,Agropecuaria,Sim,Nao,Nao,2,Nao,MT,2014
Flora,Angiospermas,Asteraceae,Dimerostemma episcopale,-,Em Perigo (EN),EN,Caatinga; Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Asteraceae,Dimerostemma grazielae,-,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Asteraceae,Dimerostemma myrtifolium,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Nao,MS,2014
Flora,Angiospermas,Fabaceae,Dimorphandra wilsonii,Faveiro-de-Wilson,Criticamente em Perigo (CR),CR,Cerrado; Mata Atlantica,Distribuicao Restrita,,,,,,,2014
Fauna,Invertebrados Terrestres,Formicidae,Dinoponera lucida,Formiga,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,1,Sim,BA; ES; MG,2014
Fauna,Aves,Diomedeidae,Diomedea dabbenena,Albatroz-de-tristao,Criticamente em Perigo (CR),CR,Marinho,Especies Exoticas; Extracao Direta:Caca/Pesca,Sim,Sim,Sim,3,Nao,RS; SC; SP,2014
Fauna,Aves,Diomedeidae,Diomedea epomophora,Albatroz-real,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas; Poluicao,Sim,Sim,Sim,3,Nao,PR; RS; SC,2014
Fauna,Aves,Diomedeidae,Diomedea exulans,Albatroz-gigante,Criticamente em Perigo (CR),CR,Marinho,Especies Exoticas; Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Sim,3,Nao,RJ; RS; SC; SP,2014
Fauna,Aves,Diomedeidae,Diomedea sanfordi,Albatroz-real-do-norte,Em Perigo (EN),EN,Marinho,Desastres Naturais; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Sim,3,Nao,RS; SC,2014
Fauna,Invertebrados Aquaticos,Onuphidae,Diopatra cuprea,Desconhecido,Vulneravel (VU),VU,Marinho,Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Mineracao; Outras Atividades Economicas:Transporte; Poluicao,Sim,Nao,Nao,2,Nao,AL; BA; ES; PB; PE; PR; RJ; RS; SC; SE; SP,2014
Fauna,Invertebrados Terrestres,Chelodesmidae,Dioplosternus salvatrix,Piolho-de-cobra,Vulneravel (VU),VU,Amazonia; Cerrado; Pantanal,Agropecuaria; Outras Atividades Economicas:Energia,Nao,Nao,Nao,0,Sim,MT,2014
Flora,Angiospermas,Dioscoreaceae,Dioscorea asperula,-,Vulneravel (VU),VU,Cerrado,Especies Invasoras,,,,,,,2014
Flora,Angiospermas,Dioscoreaceae,Dioscorea loefgrenii,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Dioscoreaceae,Dioscorea mantiqueirensis,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Dioscoreaceae,Dioscorea pseudomacrocapsa,-,Em Perigo (EN),EN,Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Dioscoreaceae,Dioscorea sanpaulensis,-,Em Perigo (EN),EN,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Dioscoreaceae,Dioscorea trilinguis,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Pteridofitas,Lycopodiaceae,Diphasium jussiaei,-,Em Perigo (EN),EN,Amazonia; Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,MG; RJ; SP,2014
Fauna,Invertebrados Aquaticos,Hyriidae,Diplodon (Rhipidodonta) koseritzi,Marisco-do-junco,Em Perigo (EN),EN,Mata Atlantica; Pampa,Especies Exoticas; Outras Atividades Economicas: Barrages Abastecimento/Drenagem; Poluicao,Sim,Nao,Nao,2,Sim,RS,2014
Flora,Angiospermas,Malpighiaceae,Diplopterys sepium,-,Em Perigo (EN),EN,Caatinga,Agropecuaria,Sim,Nao,Nao,2,Sim,BA; PI,2014
Flora,Angiospermas,Lythraceae,Diplusodon aggregatifolius,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Lythraceae,Diplusodon argyrophyllus,-,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Queimadas,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lythraceae,Diplusodon ericoides,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Sim,Sim,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lythraceae,Diplusodon glaziovii,-,Criticamente em Perigo (CR),CR,Cerrado,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Angiospermas,Lythraceae,Diplusodon gracilis,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Informacao nao disponivel,TO,2014
Flora,Angiospermas,Lythraceae,Diplusodon hatschbachii,-,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Sim,Nao,2,Informacao nao disponivel,GO,2014
Flora,Angiospermas,Lythraceae,Diplusodon minasensis,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Lythraceae,Diplusodon orbicularis,cai-cai,Vulneravel (VU),VU,Cerrado,Queimadas,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Lythraceae,Diplusodon ovatus,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Lythraceae,Diplusodon panniculatus,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lythraceae,Diplusodon retroimbricatus,-,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lythraceae,Diplusodon villosissimus,-,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Sim,Nao,3,Sim,MG; SP,2014
Fauna,Invertebrados Terrestres,Saturniidae,Dirphia monticola,Mariposa,Vulneravel (VU),VU,Mata Atlantica,Queimadas,Sim,Sim,Nao,3,Sim,MG; RJ,2014
Flora,Angiospermas,Rhamnaceae,Discaria americana,Caaro; Quina,Vulneravel (VU),VU,Mata Atlantica; Pampa,Vazio,Sim,Nao,Nao,2,Nao,PR; RS; SC,2014
Flora,Angiospermas,Cactaceae,Discocactus bahiensis,Frade-de-cavalo,Vulneravel (VU),VU,Caatinga,Extracao Direta,,,,,,,2014
Flora,Angiospermas,Cactaceae,Discocactus catingicola,-,Vulneravel (VU),VU,Cerrado,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Cactaceae,Discocactus horstii,-,Criticamente em Perigo (CR),CR,Cerrado,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Cactaceae,Discocactus pseudoinsignis,-,Criticamente em Perigo (CR),CR,Cerrado,Barragens,,,,,,,2014
Flora,Angiospermas,Cactaceae,Discocactus zehntneri,-,Vulneravel (VU),VU,Caatinga,Barragens,,,,,,,2014
Fauna,Aves,Trochilidae,Discosura langsdorffi langsdorffi,Rabo-de-espinho,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Extracao Florestal,Sim,Sim,Nao,4,Sim,BA; ES;  RJ,2014
Flora,Angiospermas,Asteraceae,Disynaphia ericoides,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,2,Nao,PR; RS; SP ,2014
Flora,Angiospermas,Asteraceae,Disynaphia praeficta,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Asteraceae,Disynaphia variolata,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Apocynaceae,Ditassa arianeae,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Sim,BA; ES; RJ,2014
Flora,Angiospermas,Apocynaceae,Ditassa auriflora,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Nao,Sim,Nao,2,Informacao nao disponivel,MG,2014
Flora,Angiospermas,Apocynaceae,Ditassa cipoensis,-,Em Perigo (EN),EN,Cerrado,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Apocynaceae,Ditassa cordeiroana,-,Em Perigo (EN),EN,Caatinga; Cerrado,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Angiospermas,Apocynaceae,Ditassa itambensis,-,Em Perigo (EN),EN,Cerrado,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Apocynaceae,Ditassa laevis,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Mineracao,Sim,Nao,Nao,2,Informacao nao disponivel,MG,2014
