Fauna/Flora,Grupo,Familia,Especie (Simplificado),Nome Comum,Categoria de Ameaca,Sigla Categoria de Ameaca,Bioma,Principais Ameacas,Presenca em areas Protegidas,Plano de Acao Nacional para Conservacao (PAN),Ordenamento Pesqueiro ,Nivel de Protecao na Estrategia Nacional,Especie exclusiva do Brasil,Estados de Ocorrencia,ano_lista
Fauna,Aves,Tityridae,Iodopleura pipra pipra,Anambezinho,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,2,Sim,BA; ES; MG; RJ; SP,2014
Flora,Angiospermas,Convolvulaceae,Ipomoea carajasensis,-,Vulneravel (VU),VU,Amazonia,Mineracao,Sim,Nao,Nao,1,Sim,PA,2014
Flora,Angiospermas,Convolvulaceae,Ipomoea cavalcantei,-,Em Perigo (EN),EN,Amazonia,Mineracao,Sim,Nao,Nao,2,Sim,PA; TO,2014
Flora,Angiospermas,Convolvulaceae,Ipomoea daturiflora,-,Vulneravel (VU),VU,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Convolvulaceae,Ipomoea macedoi,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Informacao nao disponivel,MG,2014
Flora,Angiospermas,Convolvulaceae,Ipomoea subrevoluta,-,Vulneravel (VU),VU,Amazonia; Cerrado; Mata Atlantica; Pantanal,Agropecuaria,Sim,Nao,Nao,1,Informacao nao disponivel,AP; MS; MT; PR; SP ,2014
Flora,Angiospermas,Myristicaceae,Iryanthera campinae,-,Vulneravel (VU),VU,Amazonia,Mineracao,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Isabelia virginalis,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,3,Nao,MG; RJ; SP; PR,2014
Fauna,Peixes Continentais,Loricariidae,Isbrueckerichthys saxicola,Cascudo ,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,PR,2014
Fauna,Anfibios,Brachycephalidae,Ischnocnema manezinho,Razinha-do-folhico-da-ilha,Vulneravel (VU),VU,Mata Atlantica,Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,SC,2014
Flora,Angiospermas,Marantaceae,Ischnosiphon ovatus,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Informacao nao disponivel,ES; PR; RJ; SP,2014
Fauna,Invertebrados Terrestres,Ctenidae,Isoctenus corymbus,Desconhecido,Criticamente em Perigo (CR),CR,Cerrado,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Pteridofitas,Isoetaceae,Isoetes bradei,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Informacao nao disponivel,SP,2014
Flora,Pteridofitas,Isoetaceae,Isoetes luetzelburgii,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,#N/D,Nao,Nao,1,Informacao nao disponivel,GO,2014
Fauna,Peixes Marinhos,Carcharhinidae,Isogomphodon oxyrhynchus,Cacao-quati,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Nao,3,Nao,AP; CE; RN; PB; MA; PA; PI,2014
Fauna,Invertebrados Terrestres,Isotomidae,Isotomiella uai,Colembolo,Vulneravel (VU),VU,Mata Atlantica,Mineracao,Nao,Nao,Nao,0,Sim,MG,2014
Fauna,Peixes Continentais,Trichomycteridae,Ituglanis bambui,Bagrinho-de-caverna,Criticamente em Perigo (CR),CR,Cerrado,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Trichomycteridae,Ituglanis cahyensis,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,BA; ES,2014
Fauna,Peixes Continentais,Trichomycteridae,Ituglanis epikarsticus,Bagrinho-de-caverna,Vulneravel (VU),VU,Cerrado,Ameaca Desconhecida; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Trichomycteridae,Ituglanis mambai,Desconhecido,Em Perigo (EN),EN,Cerrado,Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Trichomycteridae,Ituglanis passensis,Bagrinho-de-caverna,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Trichomycteridae,Ituglanis ramiroi,Bagrinho-de-caverna,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda carajasensis,-,Criticamente em Perigo (CR),CR,Amazonia,Mineracao,Sim,Nao,Nao,2,Sim,PA,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda crassifolia,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda egleri,-,Criticamente em Perigo (CR),CR,Amazonia,Extracao Madereira,Sim,Nao,Nao,2,Sim,AM; PA,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda grandifoliolata,caroba; carobinha,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA; PB,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda intricata,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda microcalyx,-,Em Perigo (EN),EN,Caatinga; Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA; ES; MG; PE,2014
Flora,Angiospermas,Bignoniaceae,Jacaranda rugosa,-,Em Perigo (EN),EN,Caatinga,Baixo Recrutamento/Reproducao/Regeneracao,Sim,Nao,Nao,2,Sim,PE,2014
Flora,Angiospermas,Convolvulaceae,Jacquemontia cephalantha,-,Vulneravel (VU),VU,Caatinga; Cerrado,Vazio,Sim,Sim,Nao,2,Sim,BA; MG,2014
Flora,Angiospermas,Convolvulaceae,Jacquemontia revoluta,-,Em Perigo (EN),EN,Cerrado,Turismo/Recreacao,,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Jamesonia biardii,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,ES; MG; RJ; SP,2014
Flora,Pteridofitas,Pteridaceae,Jamesonia brasiliensis,-,Em Perigo (EN),EN,Mata Atlantica,Desastres Naturais,,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Jamesonia cheilanthoides,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Sim,Nao,3,Nao,RJ,2014
Flora,Pteridofitas,Pteridaceae,Jamesonia insignis,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Sim,Nao,2,Sim,MG; RJ; SP; PR,2014
Flora,Pteridofitas,Pteridaceae,Jamesonia rufescens,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Nao,RJ,2014
Flora,Angiospermas,Malpighiaceae,Janusia linearifolia,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Nao,Nao,2,Nao,PR,2014
Flora,Angiospermas,Malpighiaceae,Janusia occhionii,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Nao,MT; MS; PR; SP,2014
Flora,Angiospermas,Malpighiaceae,Janusia schwannioides,-,Em Perigo (EN),EN,Caatinga; Mata Atlantica,Distribuicao Restrita,Sim,Nao,Nao,2,Sim,PB; PE; BA,2014
Flora,Briofitas,Pallaviciniaceae,Jensenia difformis,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Peixes Continentais,Anablepidae,Jenynsia diphyes,Canivete,Em Perigo (EN),EN,Mata Atlantica,Especies Exoticas; Poluicao,Nao,Sim,Nao,1,Sim,PR,2014
Fauna,Peixes Continentais,Anablepidae,Jenynsia sanctaecatarinae,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria Aquacultura; Mineracao; Outras Atividades Economicas:Industrias; Poluicao; Poluicao Assoreamento,Nao,Sim,Nao,1,Sim,SC,2014
Flora,Angiospermas,Apocynaceae,Jobinia hatschbachii,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,Sim,Nao,Nao,2,Informacao nao disponivel,PR,2014
Fauna,Invertebrados Aquaticos,Gecarcinidae,Johngarthia lagostoma,Caranguejo-amarelo,Em Perigo (EN),EN,Marinho,Especies Exoticas; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Nao,ES; PE; RN,2014
Fauna,Invertebrados Terrestres,Riodinidae,Joiceya praeclarus,Fadinha,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria; Assentamento Humano:cidades; Poluicao,Nao,Nao,Nao,0,Sim,MT,2014
Flora,Briofitas,Jungermanniaceae,Jungermannia decolor,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Fauna,Mamiferos,Cricetidae,Juscelinomys candango,Rato-candango,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Cerrado,Agropecuaria,Sim,Nao,Nao,3,Sim,DF,2014
Flora,Angiospermas,Acanthaceae,Justicia clausseniana,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES; RJ,2014
Flora,Angiospermas,Acanthaceae,Justicia genuflexa,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Acanthaceae,Justicia paranaensis,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,PR; SC,2014
Flora,Angiospermas,Acanthaceae,Justicia polita,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Acanthaceae,Justicia ramulosa,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Acanthaceae,Justicia tijucensis,-,Vulneravel (VU),VU,Mata Atlantica,Desenvolvimento e Infraestrutura,,,,,,,2014
Fauna,Peixes Marinhos,Istiophoridae,Kajikia albida,Agulhao-branco,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca,Sim,Nao,Sim,4,Nao,AL; AP; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,2014
Fauna,Peixes Continentais,Doradidae,Kalyptodoras bahiensis,Peracuca,Em Perigo (EN),EN,Caatinga; Mata Atlantica,Especies Exoticas; Outras Atividades Economicas: Barrages Abastecimento/Drenagem; Poluicao,Nao,Sim,Nao,1,Sim,BA,2014
Fauna,Repteis,Teiidae,Kentropyx vanzoi,Calango,Vulneravel (VU),VU,Cerrado; Pantanal,Agropecuaria,Sim,Sim,Nao,2,Sim,MT; RO,2014
Fauna,Mamiferos,Caviidae,Kerodon acrobata,Moco,Vulneravel (VU),VU,Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca; Mineracao; Queimadas,Sim,Nao,Nao,1,Sim,GO; TO,2014
Fauna,Mamiferos,Caviidae,Kerodon rupestris,Moco,Vulneravel (VU),VU,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca,Sim,Nao,Nao,2,Sim,AL; BA; CE; MA; MG; PB; PE; PI; RN; SE,2014
Flora,Angiospermas,Calophyllaceae,Kielmeyera occhioniana,Leiteira,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Calophyllaceae,Kielmeyera rufotomentosa,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Calophyllaceae,Kielmeyera rupestris,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Calophyllaceae,Kielmeyera sigillata,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Plantacao de Madereiras,,,,,,,2014
Flora,Angiospermas,Apiaceae,Klotzschia rhizophylla,-,Em Perigo (EN),EN,Cerrado,Turismo/Recreacao,,,,,,,2014
Fauna,Peixes Continentais,Characidae,Kolpotocheirodon figueiredoi,Desconhecido,Criticamente em Perigo (CR),CR,Caatinga; Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Sim,Nao,2,Sim,BA,2014
Fauna,Peixes Continentais,Characidae,Kolpotocheirodon theloura,Lambari ,Vulneravel (VU),VU,Cerrado,Agropecuaria; Assentamento Humano:cidades; Especies Exoticas; Queimadas,Sim,Sim,Nao,2,Sim,DF; GO,2014
Fauna,Peixes Continentais,Rivulidae,Kryptolebias brasiliensis,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamento Humano:cidades,Nao,Nao,Nao,1,Sim,RJ,2014
Fauna,Peixes Continentais,Rivulidae,Kryptolebias campelloi,Desconhecido,Criticamente em Perigo (CR),CR,Amazonia,Agropecuaria,Nao,Nao,Nao,1,Sim,PA,2014
Fauna,Peixes Continentais,Rivulidae,Kryptolebias gracilis,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Nao,Nao,Nao,1,Sim,RJ,2014
Fauna,Invertebrados Terrestres,Formicidae,Lachnomyrmex nordestinus,Formiga,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Extracao Florestal,Sim,Nao,Nao,3,Sim,CE; PB; PE; SE,2014
Flora,Angiospermas,Lythraceae,Lafoensia nummularifolia,dedaleira-branca,Vulneravel (VU),VU,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Informacao nao disponivel,PR; SP,2014
Flora,Angiospermas,Cyperaceae,Lagenocarpus bracteosus,-,Em Perigo (EN),EN,Cerrado,Queimadas,,,,,,,2014
Fauna,Mamiferos,Atelidae,Lagothrix cana cana,Macaco-barrigudo,Em Perigo (EN),EN,Amazonia,Agropecuaria; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,4,Nao,AC; AM; MT; PA; RO,2014
Fauna,Mamiferos,Atelidae,Lagothrix lagothricha,Macaco-barrigudo,Vulneravel (VU),VU,Amazonia,Extracao Direta:Caca/Pesca,Sim,Sim,Nao,4,Nao,AM,2014
Fauna,Mamiferos,Atelidae,Lagothrix poeppigii,Macaco-barrigudo,Vulneravel (VU),VU,Amazonia,Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,4,Nao,AC; AM,2014
Fauna,Peixes Continentais,Loricariidae,Lamontichthys avacanoeiro,Desconhecido,Em Perigo (EN),EN,Cerrado,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,BA; GO; MG; TO,2014
Fauna,Peixes Continentais,Loricariidae,Lamontichthys parakana,Desconhecido,Criticamente em Perigo (CR),CR,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,PA,2014
Flora,Angiospermas,Bromeliaceae,Lapanthus duartei,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Fabaceae,Lathyrus acutifolius,-,Criticamente em Perigo (CR),CR,Pampa,Agropecuaria,Sim,Sim,Nao,2,Nao,RS,2014
Flora,Angiospermas,Fabaceae,Lathyrus paraguariensis,-,Vulneravel (VU),VU,Mata Atlantica; Pampa,Agropecuaria,,,,,,,2014
Fauna,Invertebrados Aquaticos,Latrunculiidae,Latrunculia (Biannulata) janeirensis,Esponja,Vulneravel (VU),VU,Marinho,Especies Exoticas; Poluicao,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Melastomataceae,Lavoisiera cordata,-,Vulneravel (VU),VU,Cerrado,Especies Invasoras,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Melastomataceae,Leandra hatschbachii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,PR,2014
Fauna,Peixes Continentais,Lebiasinidae,Lebiasina marilynae,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PA,2014
Fauna,Peixes Continentais,Lebiasinidae,Lebiasina melanoguttata,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PA,2014
Fauna,Peixes Continentais,Lebiasinidae,Lebiasina minuta,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PA,2014
Flora,Angiospermas,Lecythidaceae,Lecythis schwackei,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Informacao nao disponivel,MG; RJ,2014
Flora,Angiospermas,Poaceae,Leersia ligularis,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Nao,MG; PR; SC; SP,2014
Flora,Angiospermas,Eriocaulaceae,Leiothrix echinocephala,-,Vulneravel (VU),VU,Cerrado,Agropecuaria,,,,,,,2014
Flora,Pteridofitas,Polypodiaceae,Lellingeria brasiliensis,-,Vulneravel (VU),VU,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Pteridofitas,Polypodiaceae,Lellingeria itatimensis,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Plantacao de Madereiras,Sim,Nao,Nao,2,Informacao nao disponivel,PR; RS; SP,2014
Flora,Pteridofitas,Polypodiaceae,Lellingeria tamandarei,-,Em Perigo (EN),EN,Mata Atlantica,Desastres Naturais,,,,,,,2014
Fauna,Invertebrados Terrestres,Chelodesmidae,Leodesmus yporangae,Piolho-de-cobra,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,SP,2014
Fauna,Mamiferos,Callitrichidae,Leontopithecus caissara,Mico-leao-da-cara-preta,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,4,Sim,PR; SP,2014
Fauna,Mamiferos,Callitrichidae,Leontopithecus chrysomelas,Mico-leao-da-cara-dourada,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Assentamento Humano:rurais; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,3,Sim,BA; MG; RJ,2014
Fauna,Mamiferos,Callitrichidae,Leontopithecus chrysopygus,Mico-leao-preto,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:rurais; Queimadas,Sim,Sim,Nao,3,Sim,PR; SP,2014
Fauna,Mamiferos,Callitrichidae,Leontopithecus rosalia,Mico-leao-dourado,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Assentamento Humano:rurais; Especies Exoticas; Outras Atividades Economicas:Transporte; Queimadas,Sim,Sim,Nao,3,Sim,RJ,2014
Fauna,Mamiferos,Felidae,Leopardus colocolo,Gato-palheiro,Vulneravel (VU),VU,Cerrado; Pampa; Pantanal,Agropecuaria; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,3,Nao,BA; DF; GO; MA; MG; MS; MT; PI; RS; SP; TO,2014
Fauna,Mamiferos,Felidae,Leopardus geoffroyi,Gato-do-mato-grande,Vulneravel (VU),VU,Pampa,Agropecuaria; Especies Exoticas; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,3,Nao,RS,2014
Fauna,Mamiferos,Felidae,Leopardus guttulus,Gato-do-mato,Vulneravel (VU),VU,Cerrado; Mata Atlantica; Pampa;,Agropecuaria; Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,3,Nao,BA; DF; ES; GO; MG; MS; MT;  PR; RJ; RS; SC; SP; ,2014
Fauna,Mamiferos,Felidae,Leopardus tigrinus,Gato-do-mato,Em Perigo (EN),EN,Amazonia; Caatinga; Cerrado; Mata Atlantica,Agropecuaria; Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,4,Nao,AC; AL; AM; AP; BA; CE; DF; GO; MA; MG;  MT; PA; PB; PE; PI; PR; RN; RO; RR; SE; SP; TO,2014
Fauna,Mamiferos,Felidae,Leopardus wiedii,Gato-maracaja,Vulneravel (VU),VU,Amazonia; Cerrado; Mata Atlantica; Pampa; Pantanal,Agropecuaria,Sim,Sim,Nao,5,Nao,AC; AM; AP; BA; DF; ES; GO; MA; MG; MS; MT; PA; PI; PR; RJ; RO; RR; RS; SC; SP; TO,2014
Flora,Angiospermas,Asteraceae,Lepidaploa almasensis,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Lepidaploa gnaphalioides,-,Em Perigo (EN),EN,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Asteraceae,Lepidaploa pseudaurea,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Lepidaploa spixiana,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Fauna,Peixes Continentais,Characidae,Lepidocharax diamantina,Desconhecido,Em Perigo (EN),EN,Caatinga,Assentamento Humano:cidades; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,2,Sim,BA,2014
Fauna,Repteis,Cheloniidae,Lepidochelys olivacea,Tartaruga-oliva,Em Perigo (EN),EN,Marinho,Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Mineracao; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo; Poluicao,Sim,Sim,Sim,5,Nao,AL; AP; BA; CE;  ES; MA; PA; PB; PE; PI; PR; RN; RS; RJ;   SC; SE; SP; ,2014
Fauna,Aves,Dendrocolaptidae,Lepidocolaptes wagleri,Arapacu-de-wagler,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,BA; MG; PI,2014
Fauna,Aves,Pipridae,Lepidothrix iris,Cabeca-de-prata,Em Perigo (EN),EN,Amazonia,Agropecuaria; Queimadas,Sim,Sim,Nao,3,Sim,MA; MT; PA; TO,2014
Fauna,Aves,Pipridae,Lepidothrix iris iris,Cabeca-de-prata,Em Perigo (EN),EN,Amazonia,Agropecuaria; Extracao Florestal,Sim,Sim,Nao,2,Sim,MA; MT; PA; TO,2014
Fauna,Aves,Pipridae,Lepidothrix vilasboasi,Dancador-de-coroa-dourada,Vulneravel (VU),VU,Amazonia,Agropecuaria; Outras Atividades Economicas:Transporte,Sim,Nao,Nao,3,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Loricariidae,Leporacanthicus joselimai,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Sim,3,Sim,PA,2014
Fauna,Peixes Continentais,Anostomidae,Leporinus guttatus,Aracu,Vulneravel (VU),VU,Amazonia,Extracao Florestal; Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,PA,2014
Fauna,Peixes Continentais,Anostomidae,Leporinus pitingai,Aracu,Criticamente em Perigo (CR),CR,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,AM,2014
Fauna,Repteis,Gymnophthalmidae,Leposoma annectans,Desconhecido,Vulneravel (VU),VU,Mata Atlantica,Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,3,Sim,BA,2014
Fauna,Repteis,Gymnophthalmidae,Leposoma baturitensis,Desconhecido,Em Perigo (EN),EN,Caatinga,Agropecuaria; Assentamento Humano:rurais,Sim,Sim,Nao,2,Sim,CE,2014
Fauna,Repteis,Gymnophthalmidae,Leposoma nanodactylus,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Extracao Florestal,Sim,Sim,Nao,2,Sim,BA,2014
Fauna,Repteis,Gymnophthalmidae,Leposoma puk,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Extracao Florestal,Sim,Sim,Nao,3,Sim,BA,2014
Fauna,Repteis,Amphisbanidae,Leposternon kisteumacheri,Cobra-de-duas-cabecas,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,BA; MG,2014
Fauna,Repteis,Amphisbanidae,Leposternon octostegum,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,2,Sim,BA,2014
Fauna,Repteis,Amphisbanidae,Leposternon scutigerum,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,2,Sim,RJ,2014
Fauna,Invertebrados Terrestres,Coenagrionidae,Leptagrion acutum,Libelula,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Queimadas,Sim,Nao,Nao,2,Sim,ES,2014
Fauna,Invertebrados Terrestres,Coenagrionidae,Leptagrion bocainense,Libelula,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,3,Sim,MG; RJ; SP,2014
Fauna,Invertebrados Terrestres,Coenagrionidae,Leptagrion capixabae,Libelula,Vulneravel (VU),VU,Mata Atlantica,Assentamento Humano:cidades; Mineracao; Queimadas,Nao,Nao,Nao,0,Sim,ES,2014
Fauna,Invertebrados Terrestres,Coenagrionidae,Leptagrion porrectum,Libelula,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Extracao Florestal; Mineracao; Outras Atividades Economicas:Transporte; Poluicao; Queimadas,Nao,Nao,Nao,0,Sim,BA; ES,2014
Fauna,Invertebrados Terrestres,Coenagrionidae,Leptagrion vriesianum,Libelula,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,2,Sim,RJ; SP,2014
Fauna,Aves,Furnariidae,Leptasthenura platensis,Rabudinho,Criticamente em Perigo (CR),CR,Pampa,Agropecuaria; Extracao Florestal; Queimadas,Sim,Sim,Nao,3,Nao,RS,2014
Fauna,Aves,Accipitridae,Leptodon forbesi,Gaviao-de-pescoco-branco,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Queimadas,Sim,Nao,Nao,3,Sim,AL; CE; MA; PB; PE; PI; RN; SE,2014
Flora,Briofitas,Pottiaceae,Leptodontium wallisii,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Nao,RJ; SP,2014
